JournalTitle,Category,List,Edition,OverallRank,CategoryRank
载人航天,航空航天,PKU Core,2023,1947,15
火箭推进,航空航天,PKU Core,2023,1948,16
航空发动机,航空航天,PKU Core,2023,1949,17
空间控制技术与应用,航空航天,PKU Core,2023,1950,18
中国惯性技术学报,航空航天,PKU Core,2023,1951,19
导弹与航天运载技术(中英文)(曾用名：导弹与航天运载技术),航空航天,PKU Core,2023,1952,20
航空制造技术,航空航天,PKU Core,2023,1953,21
空间科学学报,航空航天,PKU Core,2023,1954,22
环境科学,环境科学,PKU Core,2023,1955,1
中国环境科学,环境科学,PKU Core,2023,1956,2
环境科学学报,环境科学,PKU Core,2023,1957,3
环境科学研究,环境科学,PKU Core,2023,1958,4
中国人口·资源与环境,环境科学,PKU Core,2023,1959,5
农业环境科学学报,环境科学,PKU Core,2023,1960,6
自然资源学报,环境科学,PKU Core,2023,1961,7
生态环境学报,环境科学,PKU Core,2023,1962,8
环境化学,环境科学,PKU Core,2023,1963,9
环境工程学报,环境科学,PKU Core,2023,1964,10
资源科学,环境科学,PKU Core,2023,1965,11
生态与农村环境学报,环境科学,PKU Core,2023,1966,12
中国环境监测,环境科学,PKU Core,2023,1967,13
环境科学与技术,环境科学,PKU Core,2023,1968,14
长江流域资源与环境,环境科学,PKU Core,2023,1969,15
环境污染与防治,环境科学,PKU Core,2023,1970,16
农业资源与环境学报,环境科学,PKU Core,2023,1971,17
地球与环境,环境科学,PKU Core,2023,1972,18
生态毒理学报,环境科学,PKU Core,2023,1973,19
环境工程技术学报,环境科学,PKU Core,2023,1974,20
水处理技术,环境科学,PKU Core,2023,1975,21
环境监测管理与技术,环境科学,PKU Core,2023,1976,22
工业水处理,环境科学,PKU Core,2023,1977,23
化工环保,环境科学,PKU Core,2023,1978,24
海洋环境科学,环境科学,PKU Core,2023,1979,25
灾害学,环境科学,PKU Core,2023,1980,26
自然灾害学报,环境科学,PKU Core,2023,1981,27
中国安全科学学报,安全科学,PKU Core,2023,1982,1
中国安全生产科学技术,安全科学,PKU Core,2023,1983,2
安全与环境学报,安全科学,PKU Core,2023,1984,3
安全与环境工程,安全科学,PKU Core,2023,1985,4
火灾科学,安全科学,PKU Core,2023,1986,5
消防科学与技术,安全科学,PKU Core,2023,1987,6
