JournalTitle,Category,List,Edition,OverallRank,CategoryRank
南方水产科学,水产渔业,PKU Core,2023,1458,3
渔业科学进展,水产渔业,PKU Core,2023,1459,4
海洋渔业,水产渔业,PKU Core,2023,1460,5
上海海洋大学学报,水产渔业,PKU Core,2023,1461,6
大连海洋大学学报,水产渔业,PKU Core,2023,1462,7
淡水渔业,水产渔业,PKU Core,2023,1463,8
水产科学,水产渔业,PKU Core,2023,1464,9
水生态学杂志,水产渔业,PKU Core,2023,1465,10
渔业现代化,水产渔业,PKU Core,2023,1466,11
广东海洋大学学报,水产渔业,PKU Core,2023,1467,12
图学学报,工业技术,PKU Core,2023,1468,1
低温与超导,工业技术,PKU Core,2023,1469,2
复合材料学报,工程材料,PKU Core,2023,1470,1
材料工程,工程材料,PKU Core,2023,1471,2
材料导报,工程材料,PKU Core,2023,1472,3
无机材料学报,工程材料,PKU Core,2023,1473,4
复合材料科学与工程,工程材料,PKU Core,2023,1474,5
功能材料,工程材料,PKU Core,2023,1475,6
宇航材料工艺,工程材料,PKU Core,2023,1476,7
材料研究学报,工程材料,PKU Core,2023,1477,8
材料科学与工程学报,工程材料,PKU Core,2023,1478,9
包装工程,通用技术与设备,PKU Core,2023,1479,1
声学技术,声学工程,PKU Core,2023,1480,1
应用声学,声学工程,PKU Core,2023,1481,2
噪声与振动控制,声学工程,PKU Core,2023,1482,3
制冷学报,制冷工程,PKU Core,2023,1483,1
低温工程,制冷工程,PKU Core,2023,1484,2
真空科学与技术学报,真空技术,PKU Core,2023,1485,1
计量学报,计量学,PKU Core,2023,1486,1
中国测试,计量学,PKU Core,2023,1487,2
采矿与安全工程学报,矿业工程,PKU Core,2023,1488,1
中国矿业大学学报,矿业工程,PKU Core,2023,1489,2
爆破,矿业工程,PKU Core,2023,1490,3
金属矿山,矿业工程,PKU Core,2023,1491,4
矿业安全与环保,矿业工程,PKU Core,2023,1492,5
中国矿业,矿业工程,PKU Core,2023,1493,6
工程爆破,矿业工程,PKU Core,2023,1494,7
矿业科学学报,矿业工程,PKU Core,2023,1495,8
黄金科学技术,矿业工程,PKU Core,2023,1496,9
矿业研究与开发,矿业工程,PKU Core,2023,1497,10
矿冶工程,矿业工程,PKU Core,2023,1498,11
煤炭学报,煤矿,PKU Core,2023,1499,1
煤炭科学技术,煤矿,PKU Core,2023,1500,2
采矿与岩层控制工程学报,煤矿,PKU Core,2023,1501,3
煤田地质与勘探,煤矿,PKU Core,2023,1502,4
工矿自动化,煤矿,PKU Core,2023,1503,5
煤矿安全,煤矿,PKU Core,2023,1504,6
煤炭工程,煤矿,PKU Core,2023,1505,7
中国煤炭,煤矿,PKU Core,2023,1506,8
石油勘探与开发,石油天然气,PKU Core,2023,1507,1
石油学报,石油天然气,PKU Core,2023,1508,2
石油与天然气地质,石油天然气,PKU Core,2023,1509,3
天然气工业,石油天然气,PKU Core,2023,1510,4
中国石油勘探,石油天然气,PKU Core,2023,1511,5
油气地质与采收率,石油天然气,PKU Core,2023,1512,6
石油实验地质,石油天然气,PKU Core,2023,1513,7
特种油气藏,石油天然气,PKU Core,2023,1514,8
天然气地球科学,石油天然气,PKU Core,2023,1515,9
断块油气田,石油天然气,PKU Core,2023,1516,10
新疆石油地质,石油天然气,PKU Core,2023,1517,11
中国石油大学学报.自然科学版,石油天然气,PKU Core,2023,1518,12
石油钻探技术,石油天然气,PKU Core,2023,1519,13
大庆石油地质与开发,石油天然气,PKU Core,2023,1520,14
岩性油气藏,石油天然气,PKU Core,2023,1521,15
西南石油大学学报.自然科学版,石油天然气,PKU Core,2023,1522,16
石油钻采工艺,石油天然气,PKU Core,2023,1523,17
油气藏评价与开发,石油天然气,PKU Core,2023,1524,18
中国海上油气,石油天然气,PKU Core,2023,1525,19
油田化学,石油天然气,PKU Core,2023,1526,20
海相油气地质,石油天然气,PKU Core,2023,1527,21
钻井液与完井液,石油天然气,PKU Core,2023,1528,22
西安石油大学学报.自然科学版,石油天然气,PKU Core,2023,1529,23
成都理工大学学报.自然科学版,石油天然气,PKU Core,2023,1530,24
石油机械,石油天然气,PKU Core,2023,1531,25
东北石油大学学报,石油天然气,PKU Core,2023,1532,26
油气储运,石油天然气,PKU Core,2023,1533,27
钻采工艺,石油天然气,PKU Core,2023,1534,28
石油地球物理勘探,石油天然气,PKU Core,2023,1535,29
石油学报.石油加工,石油天然气,PKU Core,2023,1536,30
石油与天然气化工,石油天然气,PKU Core,2023,1537,31
石油物探,石油天然气,PKU Core,2023,1538,32
石油炼制与化工,石油天然气,PKU Core,2023,1539,33
中国冶金,冶金工业,PKU Core,2023,1540,1
钢铁,冶金工业,PKU Core,2023,1541,2
钢铁研究学报,冶金工业,PKU Core,2023,1542,3
炼钢,冶金工业,PKU Core,2023,1543,4
烧结球团,冶金工业,PKU Core,2023,1544,5
稀有金属,冶金工业,PKU Core,2023,1545,6
有色金属.冶炼部分,冶金工业,PKU Core,2023,1546,7
中国稀土学报,冶金工业,PKU Core,2023,1547,8
稀土,冶金工业,PKU Core,2023,1548,9
粉末冶金工业,冶金工业,PKU Core,2023,1549,10
湿法冶金,冶金工业,PKU Core,2023,1550,11
有色金属科学与工程,冶金工业,PKU Core,2023,1551,12
稀有金属与硬质合金,冶金工业,PKU Core,2023,1552,13
钢铁钒钛,冶金工业,PKU Core,2023,1553,14
粉末冶金技术,冶金工业,PKU Core,2023,1554,15
冶金分析,冶金工业,PKU Core,2023,1555,16
连铸,冶金工业,PKU Core,2023,1556,17
材料与冶金学报,冶金工业,PKU Core,2023,1557,18
贵金属,冶金工业,PKU Core,2023,1558,19
冶金能源,冶金工业,PKU Core,2023,1559,20
中国有色冶金,冶金工业,PKU Core,2023,1560,21
炼铁,冶金工业,PKU Core,2023,1561,22
有色金属工程,冶金工业,PKU Core,2023,1562,23
金属学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1563,1
稀有金属材料与工程,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1564,2
塑性工程学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1565,3
中国有色金属学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1566,4
表面技术,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1567,5
材料热处理学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1568,6
焊接学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1569,7
航空材料学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1570,8
中国表面工程,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1571,9
热加工工艺,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1572,10
金属热处理,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1573,11
中国腐蚀与防护学报,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1574,12
锻压技术,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1575,13
中国材料进展,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1576,14
机械工程材料,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1577,15
腐蚀与防护,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1578,16
精密成形工程,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1579,17
材料科学与工艺,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1580,18
轧钢,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1581,19
特种铸造及有色合金,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1582,20
兵器材料科学与工程,金属与热处理焊接、金属切割金属粘接,PKU Core,2023,1583,21
金刚石与磨料磨具工程,金属切削工艺、钳工装配工艺,PKU Core,2023,1584,1
工具技术,金属切削工艺、钳工装配工艺,PKU Core,2023,1585,2
电加工与模具,金属切削工艺、钳工装配工艺,PKU Core,2023,1586,3
机械工程学报,机械、仪表,PKU Core,2023,1587,1
摩擦学学报,机械、仪表,PKU Core,2023,1588,2
仪器仪表学报,机械、仪表,PKU Core,2023,1589,3
中国机械工程,机械、仪表,PKU Core,2023,1590,4
振动、测试与诊断,机械、仪表,PKU Core,2023,1591,5
光学精密工程,机械、仪表,PKU Core,2023,1592,6
流体机械,机械、仪表,PKU Core,2023,1593,7
电子测量与仪器学报,机械、仪表,PKU Core,2023,1594,8
压力容器,机械、仪表,PKU Core,2023,1595,9
润滑与密封,机械、仪表,PKU Core,2023,1596,10
机械传动,机械、仪表,PKU Core,2023,1597,11
机电工程,机械、仪表,PKU Core,2023,1598,12
机械科学与技术(西安),机械、仪表,PKU Core,2023,1599,13
轴承,机械、仪表,PKU Core,2023,1600,14
机械设计与研究,机械、仪表,PKU Core,2023,1601,15
机械强度,机械、仪表,PKU Core,2023,1602,16
机械设计,机械、仪表,PKU Core,2023,1603,17
液压与气动,机械、仪表,PKU Core,2023,1604,18
机械设计与制造,机械、仪表,PKU Core,2023,1605,19
工程设计学报,机械、仪表,PKU Core,2023,1606,20
机床与液压,机械、仪表,PKU Core,2023,1607,21
组合机床与自动化加工技术,机械、仪表,PKU Core,2023,1608,22
包装与食品机械,机械、仪表,PKU Core,2023,1609,23
现代制造工程,机械、仪表,PKU Core,2023,1610,24
中国工程机械学报,机械、仪表,PKU Core,2023,1611,25
光学技术,机械、仪表,PKU Core,2023,1612,26
化工设备与管道,机械、仪表,PKU Core,2023,1613,27
仪表技术与传感器,机械、仪表,PKU Core,2023,1614,28
制造技术与机床,机械、仪表,PKU Core,2023,1615,29
兵工学报,武器工业,PKU Core,2023,1616,1
含能材料,武器工业,PKU Core,2023,1617,2
火炸药学报,武器工业,PKU Core,2023,1618,3
弹道学报,武器工业,PKU Core,2023,1619,4
航空兵器,武器工业,PKU Core,2023,1620,5
兵器装备工程学报,武器工业,PKU Core,2023,1621,6
火工品,武器工业,PKU Core,2023,1622,7
火炮发射与控制学报,武器工业,PKU Core,2023,1623,8
弹箭与制导学报,武器工业,PKU Core,2023,1624,9
战术导弹技术,武器工业,PKU Core,2023,1625,10
火力与指挥控制,武器工业,PKU Core,2023,1626,11
爆破器材,武器工业,PKU Core,2023,1627,12
空天技术(曾用名：飞航导弹),武器工业,PKU Core,2023,1628,13
探测与控制学报,武器工业,PKU Core,2023,1629,14
指挥与控制学报,武器工业,PKU Core,2023,1630,15
兵工自动化,武器工业,PKU Core,2023,1631,16
现代防御技术,武器工业,PKU Core,2023,1632,17
电光与控制,武器工业,PKU Core,2023,1633,18
内燃机学报,能源与动力工程,PKU Core,2023,1634,1
工程热物理学报,能源与动力工程,PKU Core,2023,1635,2
动力工程学报,能源与动力工程,PKU Core,2023,1636,3
燃烧科学与技术,能源与动力工程,PKU Core,2023,1637,4
热力发电,能源与动力工程,PKU Core,2023,1638,5
内燃机工程,能源与动力工程,PKU Core,2023,1639,6
太阳能学报,能源与动力工程,PKU Core,2023,1640,7
热能动力工程,能源与动力工程,PKU Core,2023,1641,8
可再生能源,能源与动力工程,PKU Core,2023,1642,9
热科学与技术,能源与动力工程,PKU Core,2023,1643,10
锅炉技术,能源与动力工程,PKU Core,2023,1644,11
车用发动机,能源与动力工程,PKU Core,2023,1645,12
汽轮机技术,能源与动力工程,PKU Core,2023,1646,13
新能源进展,能源与动力工程,PKU Core,2023,1647,14
核技术,原子能,PKU Core,2023,1648,1
原子能科学技术,原子能,PKU Core,2023,1649,2
核动力工程,原子能,PKU Core,2023,1650,3
核科学与工程,原子能,PKU Core,2023,1651,4
核化学与放射化学,原子能,PKU Core,2023,1652,5
辐射防护,原子能,PKU Core,2023,1653,6
核聚变与等离子体物理,原子能,PKU Core,2023,1654,7
核电子学与探测技术,原子能,PKU Core,2023,1655,8
中国电机工程学报,电工技术,PKU Core,2023,1656,1
电力系统自动化,电工技术,PKU Core,2023,1657,2
电网技术,电工技术,PKU Core,2023,1658,3
电工技术学报,电工技术,PKU Core,2023,1659,4
高电压技术,电工技术,PKU Core,2023,1660,5
电力系统保护与控制,电工技术,PKU Core,2023,1661,6
电力自动化设备,电工技术,PKU Core,2023,1662,7
电机与控制学报,电工技术,PKU Core,2023,1663,8
南方电网技术,电工技术,PKU Core,2023,1664,9
电力建设,电工技术,PKU Core,2023,1665,10
电力系统及其自动化学报,电工技术,PKU Core,2023,1666,11
电工电能新技术,电工技术,PKU Core,2023,1667,12
中国电力,电工技术,PKU Core,2023,1668,13
电力科学与技术学报,电工技术,PKU Core,2023,1669,14
智慧电力,电工技术,PKU Core,2023,1670,15
高压电器,电工技术,PKU Core,2023,1671,16
电力工程技术,电工技术,PKU Core,2023,1672,17
储能科学与技术,电工技术,PKU Core,2023,1673,18
电网与清洁能源,电工技术,PKU Core,2023,1674,19
电测与仪表,电工技术,PKU Core,2023,1675,20
广东电力,电工技术,PKU Core,2023,1676,21
现代电力,电工技术,PKU Core,2023,1677,22
供用电,电工技术,PKU Core,2023,1678,23
华北电力大学学报.自然科学版,电工技术,PKU Core,2023,1679,24
电源学报,电工技术,PKU Core,2023,1680,25
电气工程学报,电工技术,PKU Core,2023,1681,26
电源技术,电工技术,PKU Core,2023,1682,27
绝缘材料,电工技术,PKU Core,2023,1683,28
全球能源互联网,电工技术,PKU Core,2023,1684,29
电池,电工技术,PKU Core,2023,1685,30
电化学(中英文)(曾用名：电化学),电工技术,PKU Core,2023,1686,31
雷达学报,电子技术、通信技术,PKU Core,2023,1687,1
电子与信息学报,电子技术、通信技术,PKU Core,2023,1688,2
电子学报,电子技术、通信技术,PKU Core,2023,1689,3
红外与激光工程,电子技术、通信技术,PKU Core,2023,1690,4
激光与光电子学进展,电子技术、通信技术,PKU Core,2023,1691,5
系统工程与电子技术,电子技术、通信技术,PKU Core,2023,1692,6
通信学报,电子技术、通信技术,PKU Core,2023,1693,7
信号处理,电子技术、通信技术,PKU Core,2023,1694,8
激光与红外,电子技术、通信技术,PKU Core,2023,1695,9
西安电子科技大学学报,电子技术、通信技术,PKU Core,2023,1696,10
中国科学.信息科学,电子技术、通信技术,PKU Core,2023,1697,11
红外与毫米波学报,电子技术、通信技术,PKU Core,2023,1698,12
微波学报,电子技术、通信技术,PKU Core,2023,1699,13
激光技术,电子技术、通信技术,PKU Core,2023,1700,14
光电工程,电子技术、通信技术,PKU Core,2023,1701,15
电波科学学报,电子技术、通信技术,PKU Core,2023,1702,16
现代雷达,电子技术、通信技术,PKU Core,2023,1703,17
红外技术,电子技术、通信技术,PKU Core,2023,1704,18
应用光学,电子技术、通信技术,PKU Core,2023,1705,19
重庆邮电大学学报.自然科学版,电子技术、通信技术,PKU Core,2023,1706,20
液晶与显示,电子技术、通信技术,PKU Core,2023,1707,21
北京邮电大学学报,电子技术、通信技术,PKU Core,2023,1708,22
雷达科学与技术,电子技术、通信技术,PKU Core,2023,1709,23
数据采集与处理,电子技术、通信技术,PKU Core,2023,1710,24
电子科技大学学报,电子技术、通信技术,PKU Core,2023,1711,25
电讯技术,电子技术、通信技术,PKU Core,2023,1712,26
光电子·激光,电子技术、通信技术,PKU Core,2023,1713,27
半导体光电,电子技术、通信技术,PKU Core,2023,1714,28
应用激光,电子技术、通信技术,PKU Core,2023,1715,29
电信科学,电子技术、通信技术,PKU Core,2023,1716,30
光通信研究,电子技术、通信技术,PKU Core,2023,1717,31
半导体技术,电子技术、通信技术,PKU Core,2023,1718,32
南京邮电大学学报.自然科学版,电子技术、通信技术,PKU Core,2023,1719,33
现代电子技术,电子技术、通信技术,PKU Core,2023,1720,34
激光杂志,电子技术、通信技术,PKU Core,2023,1721,35
微电子学,电子技术、通信技术,PKU Core,2023,1722,36
电子测量技术,电子技术、通信技术,PKU Core,2023,1723,37
光通信技术,电子技术、通信技术,PKU Core,2023,1724,38
电子元件与材料,电子技术、通信技术,PKU Core,2023,1725,39
无线电通信技术,电子技术、通信技术,PKU Core,2023,1726,40
压电与声光,电子技术、通信技术,PKU Core,2023,1727,41
密码学报,电子技术、通信技术,PKU Core,2023,1728,42
中兴通讯技术,电子技术、通信技术,PKU Core,2023,1729,43
电子显微学报,电子技术、通信技术,PKU Core,2023,1730,44
计算机学报,计算机技术与自动化,PKU Core,2023,1731,1
自动化学报,计算机技术与自动化,PKU Core,2023,1732,2
软件学报,计算机技术与自动化,PKU Core,2023,1733,3
计算机研究与发展,计算机技术与自动化,PKU Core,2023,1734,4
计算机工程与应用,计算机技术与自动化,PKU Core,2023,1735,5
计算机科学,计算机技术与自动化,PKU Core,2023,1736,6
控制与决策,计算机技术与自动化,PKU Core,2023,1737,7
中国图象图形学报,计算机技术与自动化,PKU Core,2023,1738,8
计算机应用,计算机技术与自动化,PKU Core,2023,1739,9
计算机应用研究,计算机技术与自动化,PKU Core,2023,1740,10
机器人,计算机技术与自动化,PKU Core,2023,1741,11
模式识别与人工智能,计算机技术与自动化,PKU Core,2023,1742,12
计算机工程,计算机技术与自动化,PKU Core,2023,1743,13
计算机集成制造系统,计算机技术与自动化,PKU Core,2023,1744,14
计算机辅助设计与图形学学报,计算机技术与自动化,PKU Core,2023,1745,15
控制理论与应用,计算机技术与自动化,PKU Core,2023,1746,16
中文信息学报,计算机技术与自动化,PKU Core,2023,1747,17
计算机科学与探索,计算机技术与自动化,PKU Core,2023,1748,18
智能系统学报,计算机技术与自动化,PKU Core,2023,1749,19
小型微型计算机系统,计算机技术与自动化,PKU Core,2023,1750,20
遥感技术与应用,计算机技术与自动化,PKU Core,2023,1751,21
计算机工程与设计,计算机技术与自动化,PKU Core,2023,1752,22
传感技术学报,计算机技术与自动化,PKU Core,2023,1753,23
系统仿真学报,计算机技术与自动化,PKU Core,2023,1754,24
计算机工程与科学,计算机技术与自动化,PKU Core,2023,1755,25
信息与控制,计算机技术与自动化,PKU Core,2023,1756,26
传感器与微系统,计算机技术与自动化,PKU Core,2023,1757,27
自然资源遥感,计算机技术与自动化,PKU Core,2023,1758,28
计算机应用与软件,计算机技术与自动化,PKU Core,2023,1759,29
控制工程,计算机技术与自动化,PKU Core,2023,1760,30
遥感信息,计算机技术与自动化,PKU Core,2023,1761,31
信息网络安全,网络安全保密,PKU Core,2023,1762,1
信息安全研究,网络安全保密,PKU Core,2023,1763,2
化工进展,化工,PKU Core,2023,1764,1
化工学报,化工,PKU Core,2023,1765,2
高分子学报,化工,PKU Core,2023,1766,3
高分子材料科学与工程,化工,PKU Core,2023,1767,4
膜科学与技术,化工,PKU Core,2023,1768,5
精细化工,化工,PKU Core,2023,1769,6
高校化学工程学报,化工,PKU Core,2023,1770,7
现代化工,化工,PKU Core,2023,1771,8
化工新型材料,化工,PKU Core,2023,1772,9
高分子通报,化工,PKU Core,2023,1773,10
应用化工,化工,PKU Core,2023,1774,11
过程工程学报,化工,PKU Core,2023,1775,12
化学工业与工程,化工,PKU Core,2023,1776,13
化学工程,化工,PKU Core,2023,1777,14
低碳化学与化工(曾用名：天然气化工.C1 化学与化工),化工,PKU Core,2023,1778,15
应用化学,化工,PKU Core,2023,1779,16
化学与生物工程,化工,PKU Core,2023,1780,17
硅酸盐学报,无机化工工业,PKU Core,2023,1781,1
无机盐工业,无机化工工业,PKU Core,2023,1782,2
硅酸盐通报,无机化工工业,PKU Core,2023,1783,3
电镀与涂饰,无机化工工业,PKU Core,2023,1784,4
电镀与精饰,无机化工工业,PKU Core,2023,1785,5
陶瓷学报,无机化工工业,PKU Core,2023,1786,6
耐火材料,无机化工工业,PKU Core,2023,1787,7
中国陶瓷,无机化工工业,PKU Core,2023,1788,8
炭素技术,无机化工工业,PKU Core,2023,1789,9
中国塑料,有机化工,PKU Core,2023,1790,1
塑料工业,有机化工,PKU Core,2023,1791,2
工程塑料应用,有机化工,PKU Core,2023,1792,3
塑料,有机化工,PKU Core,2023,1793,4
塑料科技,有机化工,PKU Core,2023,1794,5
石油化工,有机化工,PKU Core,2023,1795,6
现代塑料加工应用,有机化工,PKU Core,2023,1796,7
林产化学与工业,有机化工,PKU Core,2023,1797,8
合成树脂及塑料,有机化工,PKU Core,2023,1798,9
燃料化学学报(中英文)(曾用名：燃料化学学报),其他化工,PKU Core,2023,1799,1
煤炭转化,其他化工,PKU Core,2023,1800,2
新型炭材料(中英文)(曾用名：新型炭材料),其他化工,PKU Core,2023,1801,3
涂料工业,其他化工,PKU Core,2023,1802,4
洁净煤技术,其他化工,PKU Core,2023,1803,5
日用化学工业(中英文)(曾用名：日用化学工业),其他化工,PKU Core,2023,1804,6
轻工学报,轻工综合,PKU Core,2023,1805,1
陕西科技大学学报,轻工综合,PKU Core,2023,1806,2
纺织学报,纺织染整工业,PKU Core,2023,1807,1
丝绸,纺织染整工业,PKU Core,2023,1808,2
现代纺织技术,纺织染整工业,PKU Core,2023,1809,3
毛纺科技,纺织染整工业,PKU Core,2023,1810,4
东华大学学报·自然科学版,纺织染整工业,PKU Core,2023,1811,5
针织工业,纺织染整工业,PKU Core,2023,1812,6
印染,纺织染整工业,PKU Core,2023,1813,7
食品科学,食品工业,PKU Core,2023,1814,1
食品工业科技,食品工业,PKU Core,2023,1815,2
中国食品学报,食品工业,PKU Core,2023,1816,3
食品与发酵工业,食品工业,PKU Core,2023,1817,4
食品科学技术学报,食品工业,PKU Core,2023,1818,5
中国粮油学报,食品工业,PKU Core,2023,1819,6
现代食品科技,食品工业,PKU Core,2023,1820,7
肉类研究,食品工业,PKU Core,2023,1821,8
茶叶科学,食品工业,PKU Core,2023,1822,9
食品与机械,食品工业,PKU Core,2023,1823,10
中国酿造,食品工业,PKU Core,2023,1824,11
河南工业大学学报.自然科学版,食品工业,PKU Core,2023,1825,12
食品科技,食品工业,PKU Core,2023,1826,13
粮油食品科技(国家粮食和物资储备局科学研究院),食品工业,PKU Core,2023,1827,14
食品与生物技术学报,食品工业,PKU Core,2023,1828,15
中国调味品,食品工业,PKU Core,2023,1829,16
保鲜与加工,食品工业,PKU Core,2023,1830,17
中国乳品工业,食品工业,PKU Core,2023,1831,18
中国油脂,食品工业,PKU Core,2023,1832,19
粮食与油脂,食品工业,PKU Core,2023,1833,20
烟草科技,烟草,PKU Core,2023,1834,1
中国烟草学报,烟草,PKU Core,2023,1835,2
中国烟草科学,烟草,PKU Core,2023,1836,3
皮革科学与工程,皮革,PKU Core,2023,1837,1
木材科学与技术,木材加工家具,PKU Core,2023,1838,1
林产工业,木材加工家具,PKU Core,2023,1839,2
家具与室内装饰,木材加工家具,PKU Core,2023,1840,3
中国造纸学报,造纸,PKU Core,2023,1841,1
中国造纸,造纸,PKU Core,2023,1842,2
印刷与数字媒体技术研究(曾用名：数字印刷),印刷,PKU Core,2023,1843,1
美食研究,其他轻工,PKU Core,2023,1844,1
服装学报,其他轻工,PKU Core,2023,1845,2
岩石力学与工程学报,建筑,PKU Core,2023,1846,1
岩土力学,建筑,PKU Core,2023,1847,2
岩土工程学报,建筑,PKU Core,2023,1848,3
建筑结构学报,建筑,PKU Core,2023,1849,4
城市规划学刊,建筑,PKU Core,2023,1850,5
城市规划,建筑,PKU Core,2023,1851,6
土木工程学报,建筑,PKU Core,2023,1852,7
国际城市规划,建筑,PKU Core,2023,1853,8
规划师,建筑,PKU Core,2023,1854,9
中国园林,建筑,PKU Core,2023,1855,10
建筑材料学报,建筑,PKU Core,2023,1856,11
地震工程与工程振动,建筑,PKU Core,2023,1857,12
西部人居环境学刊,建筑,PKU Core,2023,1858,13
工程地质学报,建筑,PKU Core,2023,1859,14
现代城市研究,建筑,PKU Core,2023,1860,15
地下空间与工程学报,建筑,PKU Core,2023,1861,16
建筑学报,建筑,PKU Core,2023,1862,17
土木与环境工程学报(中英文),建筑,PKU Core,2023,1863,18
上海城市规划,建筑,PKU Core,2023,1864,19
南方建筑,建筑,PKU Core,2023,1865,20
风景园林,建筑,PKU Core,2023,1866,21
建筑钢结构进展,建筑,PKU Core,2023,1867,22
建筑科学,建筑,PKU Core,2023,1868,23
防灾减灾工程学报,建筑,PKU Core,2023,1869,24
建筑科学与工程学报,建筑,PKU Core,2023,1870,25
给水排水,建筑,PKU Core,2023,1871,26
世界地震工程,建筑,PKU Core,2023,1872,27
混凝土,建筑,PKU Core,2023,1873,28
中国给水排水,建筑,PKU Core,2023,1874,29
西安建筑科技大学学报.自然科学版,建筑,PKU Core,2023,1875,30
空间结构,建筑,PKU Core,2023,1876,31
工程抗震与加固改造,建筑,PKU Core,2023,1877,32
建筑结构,建筑,PKU Core,2023,1878,33
沈阳建筑大学学报.自然科学版,建筑,PKU Core,2023,1879,34
水利学报,水利,PKU Core,2023,1880,1
水科学进展,水利,PKU Core,2023,1881,2
水力发电学报,水利,PKU Core,2023,1882,3
水资源保护,水利,PKU Core,2023,1883,4
水利水电科技进展,水利,PKU Core,2023,1884,5
泥沙研究,水利,PKU Core,2023,1885,6
人民黄河,水利,PKU Core,2023,1886,7
南水北调与水利科技(中英文),水利,PKU Core,2023,1887,8
水利水电技术(中英文),水利,PKU Core,2023,1888,9
水利水运工程学报,水利,PKU Core,2023,1889,10
人民长江,水利,PKU Core,2023,1890,11
水资源与水工程学报,水利,PKU Core,2023,1891,12
长江科学院院报,水利,PKU Core,2023,1892,13
水电能源科学,水利,PKU Core,2023,1893,14
中国农村水利水电,水利,PKU Core,2023,1894,15
中国水利水电科学研究院学报(中英文)(曾用名：中国水利水电科学研究院学报),水利,PKU Core,2023,1895,16
水动力学研究与进展.A辑,水利,PKU Core,2023,1896,17
水利经济,水利,PKU Core,2023,1897,18
交通运输工程学报,运输综合,PKU Core,2023,1898,1
交通运输系统工程与信息,运输综合,PKU Core,2023,1899,2
重庆交通大学学报.自然科学版,运输综合,PKU Core,2023,1900,3
交通信息与安全,运输综合,PKU Core,2023,1901,4
铁道学报,铁路,PKU Core,2023,1902,1
中国铁道科学,铁路,PKU Core,2023,1903,2
隧道建设(中英文),铁路,PKU Core,2023,1904,3
铁道工程学报,铁路,PKU Core,2023,1905,4
铁道科学与工程学报,铁路,PKU Core,2023,1906,5
铁道标准设计,铁路,PKU Core,2023,1907,6
铁道建筑,铁路,PKU Core,2023,1908,7
城市轨道交通研究,铁路,PKU Core,2023,1909,8
铁道运输与经济,铁路,PKU Core,2023,1910,9
都市快轨交通,铁路,PKU Core,2023,1911,10
中国铁路,铁路,PKU Core,2023,1912,11
铁道机车车辆,铁路,PKU Core,2023,1913,12
中国公路学报,公路,PKU Core,2023,1914,1
桥梁建设,公路,PKU Core,2023,1915,2
汽车工程,公路,PKU Core,2023,1916,3
公路交通科技,公路,PKU Core,2023,1917,4
长安大学学报.自然科学版,公路,PKU Core,2023,1918,5
世界桥梁,公路,PKU Core,2023,1919,6
现代隧道技术,公路,PKU Core,2023,1920,7
汽车技术,公路,PKU Core,2023,1921,8
公路,公路,PKU Core,2023,1922,9
汽车安全与节能学报,公路,PKU Core,2023,1923,10
中国造船,水路,PKU Core,2023,1924,1
船舶力学,水路,PKU Core,2023,1925,2
中国舰船研究,水路,PKU Core,2023,1926,3
大连海事大学学报,水路,PKU Core,2023,1927,4
中国航海,水路,PKU Core,2023,1928,5
上海海事大学学报,水路,PKU Core,2023,1929,6
船舶工程,水路,PKU Core,2023,1930,7
船海工程,水路,PKU Core,2023,1931,8
舰船科学技术,水路,PKU Core,2023,1932,9
航空学报,航空航天,PKU Core,2023,1933,1
宇航学报,航空航天,PKU Core,2023,1934,2
空气动力学学报,航空航天,PKU Core,2023,1935,3
航空动力学报,航空航天,PKU Core,2023,1936,4
推进技术,航空航天,PKU Core,2023,1937,5
深空探测学报(中英文),航空航天,PKU Core,2023,1938,6
北京航空航天大学学报,航空航天,PKU Core,2023,1939,7
中国空间科学技术,航空航天,PKU Core,2023,1940,8
航天器工程,航空航天,PKU Core,2023,1941,9
实验流体力学,航空航天,PKU Core,2023,1942,10
固体火箭技术,航空航天,PKU Core,2023,1943,11
南京航空航天大学学报,航空航天,PKU Core,2023,1944,12
飞行力学,航空航天,PKU Core,2023,1945,13
航天返回与遥感,航空航天,PKU Core,2023,1946,14
